idloc,edadloc,correo,paginas,telefono,impresa,servicio,nomina,idmercado,tamamer,promo,ropamujer
284,25,9751,102,36,32458.47,46,56931,7,Grande,1,58851.2002714338
842,24,11980,95,56,39932.96,49,4710,8,Pequeño,3,83565.2614916035
1588,3,9831,104,28,19253.65,33,47400,2,Median,3,30027.8773362586
1045,13,10760,72,35,35172.26,67,6185,5,Pequeño,3,84259.2240742812
868,3,2454,54,17,30826.41,23,25657,4,Grande,1,39392.0172431403
828,10,11372,96,55,38147.68,36,26807,7,Grande,2,66557.6890996395
1088,12,10396,85,35,30435.16,54,5462,9,Pequeño,3,65895.1948573541
1725,14,13875,91,52,29376.75,48,22743,2,Median,1,64680.6617309469
900,16,9627,74,37,31621.66,43,8731,5,Pequeño,2,51064.9488744224
206,4,12988,102,43,22520.07,56,11506,8,Median,1,47918.1779112514
1548,12,13032,103,50,39297.99,65,36317,7,Grande,2,72399.0334362901
250,7,11060,72,40,35737.07,52,11856,7,Pequeño,3,83906.2508592721
364,4,11578,90,46,24087.78,35,17726,3,Median,3,46163.7116938315
732,9,8322,63,17,21385.24,30,24106,6,Median,1,38113.6752834006
1873,8,2337,66,17,37808.3,49,9342,8,Pequeño,2,51483.8433346835
1709,4,13369,99,55,19512.95,36,64472,8,Grande,1,37546.5927419892
87,1,1147,89,42,29526.59,45,18440,8,Median,2,31578.77
925,22,10593,80,31,21661.19,47,29401,8,Grande,1,36336.3123621383
502,10,9447,80,37,25140.57,42,14425,1,Median,2,59413.4254145736
1219,10,7438,70,26,19558.72,41,19501,6,Median,2,32359.3397938163
18,6,8978,74,32,25415.96,19,24981,1,Grande,3,29658.85
378,4,11139,80,32,32931.61,38,8189,5,Pequeño,2,56795.2033031037
1286,2,10210,79,38,21138.6,21,8911,5,Median,3,26211.8652398842
1940,2,9482,108,28,36246.88,16,12378,9,Median,1,57551.6134682563
951,11,10725,75,34,31575.93,30,26002,3,Median,2,60213.0874266195
473,7,9443,75,28,34299.08,58,5965,6,Pequeño,3,56558.4610520794
1462,19,1592,54,20,21831.43,67,25848,2,Median,3,40617.1057015924
784,3,13542,104,56,20410.94,25,29731,1,Grande,1,37619.412510552
193,2,9850,64,39,23178.66,31,9466,9,Pequeño,2,39575.2123700761
726,7,13766,97,45,37928.63,68,86486,3,Grande,2,103454.377598232
714,7,9863,78,38,21906,28,7309,1,Pequeño,2,38993.4933063594
334,16,9825,105,29,19038.58,54,49958,2,Grande,1,57237.0437529738
433,13,9697,84,37,33739.33,46,54859,7,Grande,1,69429.0554100016
315,3,12998,106,45,19221.55,33,9658,7,Pequeño,2,37792.8445459592
1910,3,11167,84,29,31088.74,16,10876,3,Pequeño,2,45743.2538567142
819,9,3098,61,25,34106.4,30,64747,9,Grande,2,26089.3339602554
324,3,10864,63,33,22856.87,31,17316,8,Median,1,22526.3576409016
568,9,10924,66,40,35988.97,29,4474,3,Pequeño,3,62714.9429740302
1811,3,11369,96,50,28099.67,39,52892,9,Grande,1,51144.6973875832
343,14,8244,57,24,32206.68,49,22763,6,Median,1,70409.195356881
1124,8,9579,73,32,19185.25,30,7909,3,Pequeño,2,23800.4620333339
1959,11,10458,83,36,20454.79,43,70260,5,Grande,2,44782.0272822516
226,4,10063,74,30,32859.6,42,13873,1,Median,3,39223.9102305309
253,4,9263,80,33,37439.9,31,20177,1,Median,2,32488.7322031713
1818,4,12803,112,42,18718.23,65,13565,7,Median,2,45200.4259965192
1352,15,5034,66,19,18544.83,58,14815,7,Pequeño,3,30754.1803886438
1969,8,11165,53,28,28339.25,44,16114,1,Median,3,41947.8930510553
1535,11,11517,112,41,37610.83,51,50919,6,Grande,1,57094.6644099741
1172,8,11153,105,32,30761.03,47,20757,4,Median,1,52006.2945855779
1675,25,9490,72,29,33141.34,56,6594,6,Pequeño,2,49237.7387720643
1917,1,9517,85,29,35753.77,39,17070,5,Median,1,36682.7210497965
1472,14,11379,108,56,18644.1,45,19189,3,Median,1,57917.050784673
1591,6,10479,101,30,39972.87,48,14251,6,Median,2,88118.6112616859
105,3,10459,51,35,28918.53,34,23614,5,Grande,3,45705.63
153,20,9583,83,30,18831.72,44,40309,9,Median,1,33494.7195572745
483,24,13441,97,55,37316.46,51,34153,6,Grande,1,64826.920807035
121,10,9354,76,36,22727.96,43,61556,9,Grande,1,48618.3761546268
1060,3,11641,101,44,39041.7,26,47587,9,Grande,2,35738.8349120151
73,4,10948,89,40,26925.34,44,20867,7,Pequeño,1,44115.29
576,3,9499,84,35,26461.42,29,32975,7,Grande,1,27745.5578246894
507,10,9824,56,32,18865.03,37,14689,4,Median,1,42515.0712454275
1778,23,9409,75,37,25835.23,64,12839,4,Median,1,54834.4176127988
715,19,9130,72,38,31256.56,54,27168,8,Median,1,55472.1843559909
293,2,8964,63,25,24590.28,19,6496,3,Pequeño,3,33012.4811944202
522,7,2899,53,20,30596.32,50,19064,6,Grande,2,51671.4113308871
1578,7,12481,89,52,27552.24,50,31464,8,Median,1,74780.3709298969
74,10,11041,76,36,30604.92,33,16916,7,Pequeño,2,40648.21
566,17,12424,97,42,38474.17,59,7083,2,Pequeño,2,88384.977446207
1153,21,11405,102,41,37010.27,63,3287,5,Pequeño,2,70081.5475670596
112,11,10065,77,34,29963.57,37,17858,7,Pequeño,2,52901.81
733,6,11111,73,30,18567.73,42,23476,3,Median,2,35837.6673649021
398,24,10713,73,36,25490.3,56,13877,2,Median,3,54813.250092958
1365,15,9195,80,33,18687.67,62,62457,8,Grande,2,40413.400953654
1412,3,9258,60,40,31674.82,28,4737,3,Pequeño,3,35292.0164726483
716,21,12521,110,43,27686.26,54,28354,2,Median,2,74129.0113197682
1223,1,10799,107,40,37095.54,20,40377,1,Grande,1,28186.4887003654
832,25,13700,112,49,33517.08,60,10096,3,Median,1,78259.8852736032
751,3,6222,63,28,20173.39,28,15479,9,Median,1,20473.037990647
1883,4,9642,76,37,28965.4,16,9662,8,Pequeño,3,15140.4214008429
1021,2,11073,73,34,22669.12,30,54058,5,Grande,1,28053.9343370975
1211,25,9475,82,28,37207.63,47,11582,9,Pequeño,3,72508.3171679275
1508,1,15060,90,42,21872.62,36,22399,5,Median,3,55342.3294049457
1268,12,3970,52,17,40012.77,46,35455,4,Grande,2,68975.2979048323
686,9,10953,56,33,26548.62,37,20137,5,Median,2,46654.7049319217
794,15,12868,95,54,27393.57,48,30916,1,Grande,1,71521.8353020072
924,3,14287,109,59,32201.98,36,5470,1,Pequeño,2,55019.2565644075
435,19,14276,95,47,35122.12,64,56058,2,Grande,2,66758.0499791441
1896,3,10559,82,36,30097.94,39,13953,4,Median,1,25146.1114926707
96,8,11460,80,46,28232.17,43,18436,9,Grande,1,44961.98
992,22,10376,54,36,21651.15,60,11025,9,Pequeño,2,53236.928205517
453,6,8422,64,18,36244.41,40,4383,6,Pequeño,3,43144.5805284774
1027,10,10063,75,40,25218.62,39,24784,9,Median,2,38037.5655972287
617,3,10654,108,29,24816.63,31,42429,9,Median,2,42675.3539785396
1849,19,11769,99,56,19919.56,59,4634,5,Pequeño,2,61007.8190900676
1420,19,10790,82,29,19422.23,48,10543,2,Median,2,44248.6016929726
859,18,10891,84,39,32697.6,47,15342,4,Median,1,61190.5482421126
189,7,13687,112,45,37006.65,41,8283,4,Median,1,77477.8195837976
904,2,2834,63,26,39329.02,35,41976,7,Grande,2,32184.8462859796
1309,4,13161,92,52,26068.53,32,13027,1,Median,2,38487.373481552
1914,4,12400,108,56,36511.16,39,20931,4,Median,1,36928.4179745012
1282,10,9823,82,35,19816.84,30,90414,5,Grande,1,38768.1480807902
761,2,11548,109,55,32364.9,41,29063,1,Grande,1,56512.2396905598
31,10,9383,86,32,22732.91,27,21444,2,Grande,3,20078.4
704,22,10614,72,32,32783.51,44,20852,3,Median,2,36999.9671698419
24,3,8835,78,21,28643.72,33,23507,2,Grande,1,37578.38
1924,16,7154,68,19,39850.24,63,61341,6,Grande,1,53716.4847361438
1361,1,10201,74,32,29651.64,32,9407,2,Pequeño,2,39233.8221981277
54,10,10336,72,37,29197.42,38,24547,5,Grande,1,41151.05
333,17,10652,83,29,35573.17,51,58188,9,Grande,2,65259.8685968382
1440,23,11322,104,53,32521.67,62,20538,7,Median,1,65295.6185750185
1685,16,10956,108,34,28150.52,52,21782,6,Median,2,41784.3738674493
1378,5,11059,76,40,22011.37,58,14877,4,Pequeño,3,53933.7209860368
1655,19,13468,99,50,29996.81,67,21983,7,Grande,2,83908.9236960716
